标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
业主诚意出售，低密度花园洋房带电梯，出门就是配套。,东方御水湾   ,3室1厅,88.53平米,南 北,6,2012, 御桥 ,679,76698
凌高小区 2室1厅 南,凌高小区   ,2室1厅,86.22平米,南,24,1995, 洋泾 ,517,59963
小区好户型 楼栋楼层佳 咫尺商场房主自荐,明珠苑(浦东)   ,2室2厅,85.97平米,南,6,1998, 洋泾 ,765,88985
世纪大道地铁，双南电梯两房一厅，凤凰楼层，诚意出售房主自荐,竹园高层   ,2室1厅,72.54平米,南,22,1989, 源深 ,680,93742
品质小区 6/11号线双轨交 配套齐全 高楼层视野开阔,金地湾流域（二期569弄）   ,2室2厅,87.07平米,南,14,2009, 三林 ,729,83726
全明户型三室，满五年动迁产权，采光视野无遮挡房主自荐,崮山小区四街坊   ,3室1厅,81.09平米,南,6,1997, 洋泾 ,750,92490
世茂小三房+位置好+楼层佳+看房方便+诚售房主自荐,世茂云图   ,3室2厅,85.23平米,南,16,2020, 康桥 ,630,73918
97平大两房，高区，采光无遮挡房主自荐,保利林语溪(公寓)   ,2室1厅,89.66平米,南,18,2011, 三林 ,514,57328
前滩旁，电梯高层，南北通户型，视野开阔房主自荐,杉林新月环林东路875弄   ,2室2厅,86.5平米,南 北,18,2006, 三林 ,545,63041
三房两厅得房率高达90地铁50米,博文园   ,3室2厅,78.75平米,南 北,6,1998, 世博 ,560,71112
房子南北2房，带阁楼！动迁税少！房东诚售！价可谈！,高行家园   ,2室2厅,78.66平米,南,6,2009, 高行 ,560,71193
加装电梯已公示，三房朝南，业主诚意价可谈，中间位置,锦绣小区   ,3室2厅,82.24平米,南 北,6,1996, 联洋 ,750,91197
哪里找得到建平西旁的精致单身公寓？,东晶国际公寓   ,1室2厅,73.04平米,南,28,2006, 梅园 ,730,99946
一站前滩 地铁 商场家门口 西边套全明 南北通 易停车,三林新村(永泰路468弄)   ,2室1厅,83.82平米,南,18,2009, 三林 ,508,60607
前滩南，黄埔江边，小南京西路步行街房主自荐,凌兆新村(三林路711弄)   ,2室2厅,80.57平米,南,6,1998, 三林 ,510,63299
三林板块+商品社区+配套齐全+中间层采+光视野好,明丰花园   ,2室2厅,83.79平米,东南,6,2002, 三林 ,520,62060
阁楼大+有天窗+精新装修+视野开阔+采光充足+配套齐,东方悦居   ,2室2厅,71.82平米,南 北,7,2008, 杨思前滩 ,508,70733
户型通透区心位置；绿地水系景观房，税费可各付房主自荐,绿地崴廉公寓   ,2室1厅,87.82平米,南,14,2008, 高行 ,558,63540
南北通精装修带中 央空调，满五年免个税，有产权车位!,绿地东上海二期   ,2室2厅,88.04平米,南 北,14,2010, 周浦 ,536,60882
急售 本月必卖 价格可谈 店长力荐看房方便中区采光好,碧云新天地(一期)   ,2室1厅,79.35平米,南,6,2002, 金桥 ,640,80656
近地铁站，顶楼复式，小区自住率高，舒适感强,都林嘉苑北苑(杨南路1139弄)   ,2室2厅,88.35平米,南,6,2002, 杨思前滩 ,630,71308
内环内商品房总价低南北通诚意出售房主自荐,名门世家(浦东)   ,2室1厅,71.57平米,东 东南,5,1998, 洋泾 ,650,90821
带庭院，安静舒适，通透户型，有垫高，诚意出售,证大家园(二期)   ,2室2厅,87.95平米,南,6,2002, 金桥 ,666,75725
总监推荐+地铁口+盒马商场+全南户型+观景楼层,杉林新月环林东路875弄   ,2室2厅,83.37平米,南,18,2006, 三林 ,560,67171
香山新村西北街坊 2室2厅 南,香山新村西北街坊   ,2室2厅,83.21平米,南,6,1997, 金杨 ,550,66098
私立海富协和幼儿园+位置好+视野好+诚意出售,新里城和合苑   ,2室1厅,77.93平米,南,6,1999, 杨思前滩 ,560,71860
金泽苑一期+南北两房+视野开阔+户型正+采光好+不靠路房主自荐,金泽苑   ,2室2厅,85.8平米,南 北,6,1999, 金桥 ,570,66434
中内环双南电梯房，采光好，地铁300米,天元公寓   ,2室1厅,85.13平米,南,24,1997, 金杨 ,530,62258
楼层高采光视野好，房东诚意出售，价格可谈。,明珠苑(浦东)   ,2室1厅,76.1平米,南,6,1997, 洋泾 ,650,85414
满五年，格局通透，声音安静，看房方便，近地铁双轨,爱嘉苑   ,2室2厅,89.48平米,南,6,2002, 南码头 ,680,75995
满五年 全屋地暖 新风系统 净水系统，拎包入住,吉云公寓   ,2室1厅,74.96平米,南,6,1995, 联洋 ,699,93250
昌邑路地铁口 一梯两户 满五税少得房率高,海院新村   ,3室1厅,80.51平米,南 北,5,1980, 梅园 ,520,64589
带正规厅的双南两房，全明户型，，低单价,谢家宅小区   ,2室1厅,86.57平米,南 北,6,1994, 陆家嘴 ,637,73583
世纪公园精装边户全明三房+2号线地铁口400米+停车便利房主自荐,牡丹小区(浦东)   ,3室1厅,80.15平米,南 北,6,1997, 花木 ,595,74236
电梯房双南两房户型，精装修，全明户型，看房方便,茂兴大厦   ,2室1厅,77.96平米,南,24,1997, 塘桥 ,530,67984
临江小区：高区房源、精装双南2房，可拎包入住,滨江大楼   ,2室1厅,70.76平米,南,24,1997, 陆家嘴 ,506,71510
碧云一房/管家服务/户型方正/楼层好/可看可签房主自荐,凤凰大厦   ,1室2厅,80.35平米,南,23,1998, 碧云 ,730,90853
近地铁，靠世纪公园。位置安静，有钥匙，业主诚售~~房主自荐,瑞达苑   ,2室1厅,83.74平米,南,6,1998, 花木 ,575,68665
满五年税费低 电梯双南两房 精装修 交通便利 名人苑,天元公寓   ,2室1厅,84.28平米,南,24,1997, 金杨 ,538,63835
安静位置高区视野开阔。19年精装修保养好,涵合园(公寓)   ,1室1厅,72.58平米,南 北,14,2005, 杨东 ,690,95068
13/18双轨交通！川杨河首排景观房！精装修南北通户型,龙博公寓   ,2室1厅,79.95平米,南,6,2009, 北蔡 ,579,72421
杨思前滩近地铁电梯房，婚房精装修，金色中环规划,博学家园   ,2室2厅,82.36平米,南,11,2010, 杨思前滩 ,610,74066
业主精装修半年，顶楼复式，附面积大，可拎包入住,东城新村   ,3室2厅,79.96平米,南,6,1999, 杨东 ,639,79915
东城新村 3室1厅 南,东城新村   ,3室1厅,79.19平米,南,7,2000, 杨东 ,550,69454
尼德兰花园双南两房，精装修，业主诚心出售新上,尼德兰花园(二期)   ,2室2厅,88.07平米,南,13,2016, 外高桥 ,535,60748
精装三房，一梯两户，户型整齐近地铁6+9+14号线，满五,香山新村西北街坊   ,3室1厅,83.21平米,南 北,6,1997, 金杨 ,550,66098
羽北小区单价实惠！南北户型，实用面积大，有阁楼！房主自荐,羽北小区   ,4室1厅,82.73平米,南,7,1997, 洋泾 ,669,80866
近地铁站，顶楼复式，小区自住率高，舒适感强,都林嘉苑北苑(杨南路1139弄)   ,2室2厅,88.35平米,南,6,2002, 杨思前滩 ,630,71308
户型通透区心位置；绿地水系景观房，税费可各付房主自荐,绿地崴廉公寓   ,2室1厅,87.82平米,南,14,2008, 高行 ,558,63540
小区好户型 楼栋楼层佳 咫尺商场房主自荐,明珠苑(浦东)   ,2室2厅,85.97平米,南,6,1998, 洋泾 ,765,88985
此房是板式经典，南北通飞机户型的三房，低密度小区，,中海御景熙岸(公寓)   ,3室2厅,88.76平米,南,20,2011, 三林 ,575,64782
新上南北通户型 前后无遮挡 中间楼层 诚意出售房主自荐,碧云新天地(一期)   ,2室1厅,79.35平米,南,6,2002, 金桥 ,668,84184
店长力荐，南北两房，婚房装修两年多，产权清晰税费低,都林嘉苑南苑(杨南路1168弄)   ,2室2厅,89.41平米,南 北,6,2002, 杨思前滩 ,568,63528
急售 本月必卖 价格可谈 店长力荐看房方便中区采光好,碧云新天地(一期)   ,2室1厅,79.35平米,南,6,2002, 金桥 ,640,80656
近前滩＋户外大花园＋三开间朝南+明珠C,新里城和合苑   ,3室1厅,82.81平米,南,6,1999, 杨思前滩 ,630,76078
新杨思！万科金色里程，明珠随时，看房随时，诚意满满,万科金色里程(公寓)   ,3室2厅,88.95平米,南,18,2010, 杨思前滩 ,800,89939
北面临河，视野开阔，税费低，中间楼层，不占用房主自荐,金杨新村四街坊   ,3室1厅,88.52平米,南 北,7,1994, 金杨 ,650,73430
地铁口商品房 户型好 南北通 精装修房主自荐,上泰花苑   ,2室1厅,81.84平米,南,6,1998, 金杨 ,599,73192
低总价商品房大两房热门楼层大阳台,吉云公寓   ,2室1厅,73平米,南,6,1995, 联洋 ,695,95206
凤凰大厦一房一厅，带电梯，适合新婚带小孩家庭,凤凰大厦   ,1室1厅,80.35平米,南 东南,23,1998, 碧云 ,620,77163
电梯双南两房，楼层好，视野开阔，楼下有地铁房主自荐,雪野二村   ,2室1厅,74.75平米,南,16,1994, 世博 ,505,67559
2号7号16号18号地铁内环边三房近龙阳路、张江、陆家嘴,芳华路580弄   ,3室1厅,89.92平米,南,6,1995, 北蔡 ,550,61166
仁恒物业+纯人车分流+拎包入住,浦发仁恒珊瑚世纪   ,2室2厅,86.93平米,南,16,2022, 康桥 ,710,81675
内环内 地铁口 高区双南 采光无遮挡，业主诚意出售,陆家嘴滨江公馆   ,2室1厅,72.47平米,南,29,1994, 洋泾 ,592,81689
内环内地段近地铁户型好户型 板正两房卫商圈配套齐全房主自荐,洋泾花园城   ,2室2厅,89.5平米,南,6,1997, 洋泾 ,630,70392
内环品质小区，电梯南北通两房，配套齐全出行方便房主自荐,涵合园(公寓)   ,1室1厅,70.9平米,南,22,2004, 杨东 ,595,83922
两室一厅，南北通透 全明户型 精装修 税费少,临沂一村   ,3室1厅,71.22平米,南 北,6,1987, 南码头 ,550,77226
我要换房，装修不要钱，低总价割肉，C3户型附8平,绿地香颂(浦东)(公寓)   ,3室2厅,87.84平米,南,18,2011, 三林 ,500,56922
满五，安静位置，精装修采光好，2梯3户，龙湖物业,第五大道   ,1室1厅,75.21平米,南,15,2003, 洋泾 ,770,102381
内环内 地铁口 高区双南 采光无遮挡，业主诚意出售,陆家嘴滨江公馆   ,2室2厅,72.24平米,南,29,1994, 洋泾 ,560,77520
近地铁＋花园式小区＋中间楼层＋户型方正＋看房随时,金桥好人家   ,2室2厅,82.84平米,南,6,2001, 金桥 ,538,64945
房子税费少电梯房采光好 自住都合适业主诚意,鹏裕苑   ,2室2厅,79.62平米,南,17,2013, 北蔡 ,600,75358
一首动迁，南北通户型，诚意出售！房主自荐,东城新村   ,2室1厅,79.19平米,南,7,2000, 杨东 ,558,70464
新出电梯二房，高区，03年小区,东城新村   ,2室2厅,80.34平米,南,18,2003, 杨东 ,580,72194
阁楼大+有天窗+精新装修+视野开阔+采光充足+配套齐,东方悦居   ,2室2厅,71.82平米,南 北,7,2008, 杨思前滩 ,508,70733
品质小区，房子买入价高的，税费少，中高区,联洋年华   ,1室1厅,75.84平米,南,26,2004, 联洋 ,795,104826
好位置楼层+花园景观南北明+车位定+全套家具拎包住房主自荐,浦发绿城西泰林路901弄   ,2室2厅,79.76平米,南,6,2004, 三林 ,568,71214
全明户型三室，满五年动迁产权，采光视野无遮挡房主自荐,崮山小区四街坊   ,3室1厅,81.09平米,南,6,1997, 洋泾 ,750,92490
前滩南，黄埔江边，小南京西路步行街房主自荐,凌兆新村(三林路711弄)   ,2室2厅,80.57平米,南,6,1998, 三林 ,510,63299
三房两厅得房率高达90地铁50米,博文园   ,3室2厅,78.75平米,南 北,6,1998, 世博 ,560,71112
97平大两房，高区，采光无遮挡房主自荐,保利林语溪(公寓)   ,2室1厅,89.66平米,南,18,2011, 三林 ,514,57328
前滩旁，电梯高层，南北通户型，视野开阔房主自荐,杉林新月环林东路875弄   ,2室2厅,86.5平米,南 北,18,2006, 三林 ,545,63041
三林板块+商品社区+配套齐全+中间层采+光视野好,明丰花园   ,2室2厅,83.79平米,东南,6,2002, 三林 ,520,62060
一站前滩 地铁 商场家门口 西边套全明 南北通 易停车,三林新村(永泰路468弄)   ,2室1厅,83.82平米,南,18,2009, 三林 ,508,60607
加装电梯已公示，三房朝南，业主诚意价可谈，中间位置,锦绣小区   ,3室2厅,82.24平米,南 北,6,1996, 联洋 ,750,91197
哪里找得到建平西旁的精致单身公寓？,东晶国际公寓   ,1室2厅,73.04平米,南,28,2006, 梅园 ,730,99946
世茂小三房+位置好+楼层佳+看房方便+诚售房主自荐,世茂云图   ,3室2厅,85.23平米,南,16,2020, 康桥 ,630,73918
保利金爵精装原两房，拎包入住，诚意出售,保利金爵公寓   ,2室2厅,87.02平米,南,14,2009, 唐镇 ,505,58033
前滩CBD，中间花园位置，户型方正，有三十平花园房主自荐,恒大华城天地苑   ,2室2厅,84.63平米,南,6,2001, 杨思前滩 ,638,75387
精致一室户 07年商品房 业主诚意 看房方便,锦绣花木公寓   ,1室2厅,80.91平米,南,14,2007, 杨东 ,710,87752
纯人车分流+电梯洋房+低密度+业主急售,绿洲康城亲水湾风华   ,2室2厅,75.72平米,南 北,8,2022, 御桥 ,599,79108
二期带燃气/70年产权/高区景观/精装拎包入住,金桥酒店公寓   ,1室1厅,75.22平米,南,19,2003, 碧云 ,525,69796
新出边套+2改3+品质社区，花园位置视野好+北看陆家嘴房主自荐,峨海小区   ,3室2厅,77.8平米,南 北,7,1999, 塘桥 ,676,86890
满五年次新小区 高区景观 精装修交付 带车位,世茂云图   ,3室2厅,87平米,南,16,未知, 康桥 ,650,74713
一手动迁！！！全明边套、采光优质、总价低满五税费少房主自荐,崮山小区三街坊   ,3室1厅,80.51平米,南,6,1997, 洋泾 ,600,74525
边套全明，户型方正南北通，采光充足中间楼层,崮山小区一街坊   ,3室2厅,85.87平米,南,6,1999, 洋泾 ,698,81286
内环内，精装修，拎包入住，看房有钥匙房主自荐,东城新村   ,2室1厅,72.85平米,南,6,2003, 杨东 ,548,75224
自住装修，家的温馨，刚需必看，诚心出售。,绿地东上海二期   ,2室2厅,88.04平米,南,14,2010, 周浦 ,570,64744
急售价可谈 高区江景住宅 带建平西  店长力推,金隆置地大厦   ,1室1厅,73.84平米,南,31,2003, 梅园 ,695,94123
满五年+拎包入住+视野开阔+坐拥绿色风景+黄色金子楼层,上南花苑(二期)   ,2室2厅,82.34平米,南,5,1998, 世博 ,670,81370
带燃气  中间楼层  诚心出售  价格可以谈 看房方便房主自荐,金桥酒店公寓   ,1室2厅,75.22平米,南,19,2003, 碧云 ,558,74183
金桂 中间位置三房非底层满五年业主诚意，周末看房主自荐,金桂小区   ,3室1厅,88.24平米,南,6,1994, 花木 ,699,79216
内环内，小两房，一手动迁税少，厅朝南带阳台，,东城新村   ,2室1厅,72.85平米,南,5,2002, 杨东 ,530,72753
"地铁口，商品房，户型好，一梯2户，不靠路,等电梯施工",上泰花苑   ,2室1厅,84.15平米,南,6,1998, 金杨 ,549,65241
涵合园(公寓) 1室1厅 南,涵合园(公寓)   ,1室1厅,71.85平米,南,20,2004, 杨东 ,680,94642
精装三房，一梯两户，户型整齐近地铁6+9+14号线，满五,香山新村西北街坊   ,3室1厅,83.21平米,南 北,6,1997, 金杨 ,550,66098
店长力荐，南北两房，婚房装修两年多，产权清晰税费低,都林嘉苑南苑(杨南路1168弄)   ,2室2厅,89.41平米,南 北,6,2002, 杨思前滩 ,568,63528
无增值税，视野开阔，南边无遮挡，边套户型新上,颐盛云锦苑   ,2室1厅,74.07平米,南,17,2017, 御桥 ,520,70204
满五，安静位置，精装修采光好，2梯3户，龙湖物业,第五大道   ,1室1厅,75.21平米,南,15,2003, 洋泾 ,770,102381
杨思前滩近地铁电梯房，婚房精装修，金色中环规划,博学家园   ,2室2厅,82.36平米,南,11,2010, 杨思前滩 ,610,74066
由由七村 3室1厅 南 北,由由七村   ,3室1厅,87.15平米,南 北,6,1995, 北蔡 ,510,58520
前滩辐射+单价低+精装修+11号线+配套成熟06年房龄,金禾新苑   ,2室1厅,80.53平米,北,11,2006, 三林 ,530,65814
金色中环带6/11号线+电梯高区+不靠路+朝南性 价比两房,金禾新苑   ,2室1厅,71.06平米,南,11,2006, 三林 ,550,77400
全明双南户型，采光，通风效果好，近地铁，近公园房主自荐,花木苑   ,2室1厅,74.81平米,南,6,2000, 花木 ,650,86887
保利金爵精装原两房，拎包入住，诚意出售,保利金爵公寓   ,2室2厅,87.02平米,南,14,2009, 唐镇 ,505,58033
品质小区，房子买入价高的，税费少，中高区,联洋年华   ,1室1厅,75.84平米,南,26,2004, 联洋 ,795,104826
好位置楼层+花园景观南北明+车位定+全套家具拎包住房主自荐,浦发绿城西泰林路901弄   ,2室2厅,79.76平米,南,6,2004, 三林 ,568,71214
三林东地铁口+婚房装修+电梯高区+双南户型+看房方便房主自荐,金禾新苑   ,2室1厅,80.51平米,南,17,2006, 三林 ,558,69309
全明户型东边套、金楼层、南北通三房、临前滩,香樟苑北苑（海阳路1065弄）   ,3室1厅,81.65平米,南 北,6,1997, 杨思前滩 ,500,61237
相临仁恒河滨城，小区属于联洋国际社区内，品质不错,吉云公寓   ,2室1厅,77.62平米,南,6,1995, 联洋 ,798,102809
新上飞机三房，业主诚心出售，采光通风好，交通便捷,黄山始信苑   ,3室1厅,85.85平米,南,6,1999, 金杨 ,780,90857
纯商品品质小区小区安静环境优美南北户型,金舟苑   ,2室2厅,88.92平米,南,6,2002, 金桥 ,560,62978
内环内地段近地铁户型好户型 板正两房卫商圈配套齐全房主自荐,洋泾花园城   ,2室2厅,89.5平米,南,6,1996, 洋泾 ,678,75755
售后公房一梯两户，内环内高 性 价 比，满五名下一套房主自荐,苗圃路138弄   ,2室1厅,84.93平米,南 西北,6,1996, 洋泾 ,530,62405
满5V1，全明三房，建西，低单价诚意出售房主自荐,陈家门小区   ,3室2厅,77.14平米,南,6,1987, 梅园 ,550,71299
精装修双南两房，生活空间大，户型正气，靠河位置,始信北苑   ,2室2厅,83.41平米,南 北,6,2003, 金杨 ,710,85122
位置好楼层佳 南北通透 精装修可拎包入住 总价低,新高苑(二期)   ,2室2厅,87.05平米,南 北,11,2008, 高行 ,505,58013
有车位全新精装修+税费少+户型好+7号线400米诚售,上南花苑一期   ,2室1厅,78.81平米,南 北,6,1996, 世博 ,599,76006
满五年 自住精装修 直面公园千年银杏  6.9双地铁房主自荐,张杨南苑   ,2室1厅,72.04平米,南 北,6,1995, 洋泾 ,515,71489
视野很好，买进价格高，满五税费少。房主自荐,黄山始信苑   ,2室1厅,70.58平米,南,6,1998, 金杨 ,650,92095
万邦新出南北户型两房+位置好+高区视野采光好+方便看,万邦都市花园   ,2室2厅,75.68平米,南,11,2004, 花木 ,736,97252
精致小两房 离地铁近 商品房小区 环境优美,崮山小区一街坊   ,2室2厅,73.06平米,南 北,6,2001, 洋泾 ,530,72544
内环内，精装修，拎包入住，看房有钥匙房主自荐,东城新村   ,2室1厅,72.85平米,南,6,2003, 杨东 ,548,75224
精装修地暖，拎包入住，地铁近，诚意出售,南二街坊   ,2室2厅,82.26平米,南,6,1998, 金桥 ,500,60783
店长主推，唐镇业主出国急售很急很急M5V1次顶楼,浦发罗兰翡丽   ,3室1厅,89.14平米,南,17,2017, 唐镇 ,740,83016
罗山优质三房，2年前精装修，花园整体垫高，满五仅一房主自荐,罗山花苑   ,3室2厅,73.74平米,南,5,1998, 碧云 ,749,101574
内环北滨江板块+双轨+电梯房+此房源满五年没有个税房主自荐,陆家嘴滨江公馆   ,2室2厅,72.47平米,南,29,1994, 洋泾 ,560,77274
花园小区，中高区俯瞰小区全景， 满五年精装修带车位,绿地香颂(浦东)(公寓)   ,3室2厅,87.96平米,南,18,2011, 三林 ,558,63438
⭐96年外销房⭐近地铁⭐70年⭐有地暖⭐总价低两房⭐,海富花园   ,2室1厅,75.47平米,北,25,1996, 塘桥 ,535,70890
中环边19年次新商品房 南北户型 中间楼层精装修诚意卖,绿洲康城亲水湾(中央区)   ,2室2厅,75.89平米,南 北,20,2017, 御桥 ,530,69838
低楼层位置好，采光全天，精致装修，提包入住诚意出售,双桥小区   ,2室1厅,73.94平米,南,6,1997, 金桥 ,600,81147
此房是装修3年，位置安静，中间楼层，税费少。,黄山始信苑   ,2室1厅,70.36平米,南,6,1998, 金杨 ,650,92383
楼层好  税费少 户型方正 诚意出售,东力新村   ,2室1厅,78.65平米,南,6,2003, 高行 ,500,63573
张江南 南北通2+1户型 精装修  无遮挡 诚意出售房主自荐,印象春城   ,2室2厅,89.56平米,南,15,2011, 周浦 ,520,58062
电梯高层 采光视野无遮挡，近双轨配套完善，拎包入住,地杰国际城E欧泊时光   ,2室2厅,84.42平米,南,26,2007, 御桥 ,672,79602
高区、南北通飞机户型采光绝、靠别墅无遮挡,中海御景熙岸(公寓)   ,3室2厅,88.76平米,南 北,20,2011, 三林 ,555,62529
全南2卫，精装高区，不靠高架，+8平套内，全明全亮房主自荐,保利林语溪(公寓)   ,2室2厅,89.79平米,南,18,2011, 三林 ,515,57357
证大家园(二期) 2室2厅 南,证大家园(二期)   ,2室2厅,87.65平米,南,6,2002, 金桥 ,670,76441
双轨交/健身楼层/商品两房/领包入住/业主急售,上泰雅苑   ,2室1厅,88.15平米,南,6,2003, 金桥 ,528,59898
此房2015年重新翻新精装修，采光良好价格低诚心出售房主自荐,陆家嘴滨江公馆   ,2室1厅,72.47平米,南,29,1994, 洋泾 ,660,91073
张江镇中芯，看房有钥匙，业主诚意出售，价格可谈房主自荐,建中路171弄   ,3室1厅,85.76平米,南 北,6,1993, 张江 ,510,59469
【重磅】罕有景观楼层+三开间朝南+欢迎品鉴,证大家园(一期)   ,2室2厅,86.97平米,南,11,2002, 金桥 ,715,82213
小区央位、婚房精装、三开间朝南、大花园、明珠配套,新里城和合苑   ,3室2厅,86.58平米,南,6,1999, 杨思前滩 ,629,72650
满五 v一，业主诚意，纯商品房。,瑞达苑   ,2室2厅,80.96平米,南,6,1995, 花木 ,588,72629
7号线杨高南路站一梯两户低区非底楼诚意出售,大华锦绣华城(一街区)   ,2室2厅,73.7平米,南,6,2008, 北蔡 ,570,77341
内环内 双地铁 视野采光棒  一梯两户三房,泾栖小区   ,3室1厅,74.88平米,南,7,1994, 洋泾 ,520,69445
中间楼层，全明户型，精装修，小区中间位置房主自荐,欣晟家园   ,2室1厅,87.51平米,南 北,5,2002, 塘桥 ,720,82277
源深明星楼盘，陆家嘴花园，小户型总价低，陪读很方便,陆家嘴花园(一期)   ,2室1厅,87.71平米,南 北,9,1999, 源深 ,749,85396
南北通边套，位置不靠路，视野好，中高楼层满五唯 一,绿地香颂(浦东)(公寓)   ,3室2厅,88.75平米,南 北,18,2011, 三林 ,630,70986
2011年电梯商品，朝南三房，中高楼，满五年精装有车位房主自荐,绿地香颂(浦东)(公寓)   ,3室2厅,87.84平米,南,18,2011, 三林 ,530,60337
总价低致远三房，税少诚心卖，位置好,金杨新村四街坊   ,3室1厅,88.52平米,南,7,1994, 金杨 ,578,65296
高区视野采光好，满五年，税费少，位置安静无噪音,涵合园(公寓)   ,2室2厅,80.86平米,南 北,14,2005, 杨东 ,776,95969
花木苑 二房 近地铁 离世纪公园近,花木苑   ,2室1厅,74.14平米,南,6,2000, 花木 ,630,84975
临前滩 商品两房 采光无遮挡 近地铁 近商场业主急售,上南山水苑   ,2室2厅,89.19平米,南 北,6,2001, 杨思前滩 ,545,61106
人车分流次新小区 万科物业 高楼层 全明户型 视野开阔,绿地东上海三期   ,2室2厅,85.13平米,南,21,2016, 周浦 ,555,65195
世纪大道地铁，双南电梯两房一厅，凤凰楼层，诚意出售房主自荐,竹园高层   ,2室1厅,72.54平米,南,22,1989, 源深 ,680,93742
电梯房+满五年V1+无遮挡采光好+绿化好,光鸿苑   ,2室1厅,79.45平米,南,30,2010, 南码头 ,630,79296
高区，景观位置，近6号线洲海路站，,中冶尚城   ,2室2厅,89.53平米,南,14,2010, 高行 ,730,81537
塘桥地铁 商品房，满五，诚意出售有大天井房主自荐,国地公寓   ,2室2厅,84.04平米,南 北,6,1998, 塘桥 ,550,65446
金泽苑一期+南北两房+视野开阔+户型正+采光好+不靠路房主自荐,金泽苑   ,2室2厅,85.8平米,南 北,6,1999, 金桥 ,570,66434
拎包入住，中楼层视野开阔，采光好，南面没遮挡,绿地香颂(浦东)(公寓)   ,2室1厅,86.67平米,南,16,2011, 三林 ,520,59998
金东名苑东区+南北正气两房+总价低+近金桥公园+近地铁房主自荐,金东名苑   ,2室2厅,88.63平米,南 北,14,2007, 金桥 ,519,58559
中内环双南电梯房，采光好，地铁300米,天元公寓   ,2室1厅,85.13平米,南,24,1997, 金杨 ,530,62258
电梯南北全明两房，楼层适中，安静花园位置，,临沂大楼   ,2室1厅,77.83平米,东南,25,1992, 南码头 ,529,67969
此房满五年V一，买入价高，税费少，业主诚意出售房主自荐,凤凰大厦   ,1室2厅,80.35平米,南,23,1998, 碧云 ,670,83386
南北通精装修带中 央空调，满五年免个税，有产权车位!,绿地东上海二期   ,2室2厅,88.04平米,南 北,14,2010, 周浦 ,536,60882
醉美世纪公园 内环内两房 业主诚意出售 一楼带花园新上,吉云公寓   ,2室2厅,70.4平米,南,6,1995, 联洋 ,660,93750
中新家园近地铁9号线小区中间位置，诚意出售！采光好房主自荐,中新家园   ,2室2厅,84.99平米,南,6,1999, 洋泾 ,796,93659
稀  少非顶楼 两房+户型正+得房率高+满五年,上南花苑一期   ,2室1厅,81.44平米,南,7,1996, 世博 ,630,77358
张江南周浦人车分流次新小区，精装拎包入住。,锦绣御澜   ,3室2厅,88.19平米,南,18,未知, 周浦 ,695,78808
非顶楼 标杆小区中间位置两房 南北通风户型方正,龙阳花苑   ,2室1厅,87.51平米,南,6,1999, 南码头 ,710,81134
人车分流小区 万科物业 次新小区 近商场地铁,绿地东上海三期   ,2室2厅,89.05平米,南,21,2014, 周浦 ,590,66255
必看精装三房，闹中取静，位置无遮挡，采光很好,柳博小区(柳一小区)   ,3室1厅,78.56平米,南 北,6,1994, 金桥 ,505,64283
电梯景观房，视野开阔无遮挡！精装修诚意出售！,同方锦城（C区）   ,2室1厅,71.28平米,南,16,2004, 金桥 ,600,84176
大区主推，近期必卖，位置安静，不靠马路，尽快出售,黄山一村   ,3室1厅,82.69平米,南,6,1995, 金杨 ,599,72440
精装 拎包入住  户型正气  采光充足,明珠苑(浦东)   ,2室2厅,70.61平米,西南,6,1998, 洋泾 ,620,87807
花木苑 二房 楼层佳 采光好 近世纪公园,花木苑   ,2室2厅,74.12平米,南 北,6,2000, 花木 ,638,86077
双南精装小三房配套齐全交通便利,香樟苑北苑（海阳路1065弄）   ,3室1厅,81.65平米,南,6,1997, 杨思前滩 ,520,63687
有车位全新精装修+税费少+户型好+7号线400米诚售,上南花苑一期   ,2室1厅,78.81平米,南 北,6,1996, 世博 ,599,76006
前滩商务区，非顶楼板式户型，满年V一税少，采光刺眼,恒大华城上河苑   ,2室2厅,88.24平米,南,6,2001, 杨思前滩 ,680,77063
附带25平大花园，边套全明，户型正气，看房方便,锦绣苑   ,2室2厅,88.54平米,南,6,2000, 杨东 ,750,84708
01年多层三房挂牌出售，看房方便，价格好谈！,崮山小区一街坊   ,3室1厅,88.67平米,南 北,6,2001, 洋泾 ,700,78945
商品房，总价便宜，单价低，业主打新，诚心出售！房主自荐,恒大华城东林苑   ,3室1厅,79平米,南,6,2002, 杨思前滩 ,566,71646
近地铁 公园社区 满五 半人车分流,未来域   ,2室2厅,87.54平米,南,3,2006, 三林 ,650,74252
唐镇保利金爵商品两房南北通急售房主自荐,保利金爵公寓   ,2室2厅,89.64平米,南 北,14,2009, 唐镇 ,505,56337
万邦新出南北户型两房+位置好+高区视野采光好+方便看,万邦都市花园   ,2室2厅,75.68平米,南,11,2004, 花木 ,736,97252
杨思前滩+精装修拎包入住+带天井,联丰二期   ,2室1厅,70.9平米,南,6,1998, 杨思前滩 ,518,73061
品质小区 满五WEI 一  精装修 配套成熟 南北通房主自荐,印象春城   ,2室2厅,89.53平米,南,16,2011, 周浦 ,500,55848
